1.2 0.75 3.2923
1.5 0.75 2.3160
2.0 0.75 1.1471
3.0 0.75 -0.0283
5.0 0.75 -0.9101
8.0 0.75 -1.3590
1.2 0.85 4.5594
1.5 0.85 2.8098
2.0 0.85 -2.2395
3.0 0.85 -11.6606
5.0 0.85 -20.4474
8.0 0.85 -24.7945
1.2 0.95 -0.3551
1.5 0.95 -48.8662
2.0 0.95 -61.3417
3.0 0.95 -61.5981
5.0 0.95 -61.7048
8.0 0.95 -61.7492
